,Course,College,Year Level,School Year,No.,Appno,SCHOOL,Cntr,Date,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Word,SY
2625,BCAE,CTE,1,2018-2019,14911.0,1920-11879,MALANGAS-ESU,LAN,12/9/2018,41.05,42.05,4.27,53.82,43.49,33.28,Thirty Three Point Twenty Eight,2019-2020
2626,BCAE,CTE,1,2018-2019,15534.0,2021-13703,MALANGAS-ESU,LAN,2/16/2020,34.94,61.11,29.96,34.54,53.29,40.98,Forty Point Ninety Eight,2020-2021
2627,BCAE,CTE,1,2018-2019,11778.0,1819-08102,BUUG NATIONAL HIGH SCHOOL,PLA,3/18/2018,3.94,66.85,76.79,63.45,15.15,28.79,Twenty Eight Point Seventy Nine,2018-2019
2628,BCAE,CTE,1,2018-2019,15108.0,1920-11755,MALANGAS-ESU,LAN,12/9/2018,70.75,77.12,72.66,44.18,26.06,68.07,Sixty Eight Point Zero Seven,2019-2020
2629,BCAE,CTE,1,2018-2019,12136.0,1819-09905,NONE,LAN,3/25/2018,78.85,90.94,66.81,34.54,72.9,77.9,Seventy Seven Point Ninety,2018-2019
2630,BCAE,CTE,1,2018-2019,13052.0,1819-09899,NONE,LAN,3/25/2018,66.01,82.26,59.25,79.96,72.9,75.16,Seventy Five Point Sixteen,2018-2019
2631,BCAE,CTE,1,2018-2019,13092.0,1819-09921,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,20.81,30.03,29.96,44.18,79.78,31.74,Thirty One Point Seventy Four,2018-2019
2632,BCAE,CTE,1,2018-2019,16825.0,1920-11681,MALANGAS-ESU,LAN,12/9/2018,23.4,6.94,44.12,24.91,33.69,18.6,Eighteen Point Sixty,2019-2020
2633,BCAE,CTE,1,2018-2019,17516.0,2021-13709,CANSOJONG NATIONAL HIGH SCHOOL,LAN,2/16/2020,47.0,15.12,18.75,24.91,33.69,27.33,Twenty Seven Point Thirty Three,2020-2021
2634,BCAE,CTE,1,2018-2019,17880.0,2122-10935,WESTERN MINDANAO STATE UNIVERSITY,LAN,2/28/2021,9.69,6.94,44.12,14.31,43.49,10.4,Ten Point Forty,2021-2022
2635,BECE,CTE,1,2018-2019,7622.0,1819-03852,PILAR COLLEGE,ZAM,2/25/2018,68.5,42.05,72.66,70.61,33.69,64.72,Sixty Four Point Seventy Two,2018-2019
2636,BECE,CTE,1,2018-2019,9257.0,1819-04435,MALUSO NATIONAL HIGH SCHOOL,ZAM,3/4/2018,47.0,61.11,51.68,89.31,63.1,63.6,Sixty Three Point Sixty,2018-2019
2637,BECE,CTE,1,2018-2019,11547.0,1819-06374,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,ZAM,3/11/2018,91.83,77.12,72.66,2.74,53.29,77.9,Seventy Seven Point Ninety,2018-2019
2638,BECE,CTE,1,2018-2019,12896.0,1819-02511,SINUNUC NATIONAL HIGH SCHOOL,ZAM,2/25/2018,80.58,66.85,76.79,53.82,53.29,76.07,Seventy Six Point Seven,2018-2019
2639,BEED,CTE,1,2018-2019,46.0,1819-02106,PILAR COLLEGE,ZAM,2/25/2018,74.8,92.88,91.97,84.63,79.78,87.64,Eighty Seven Point Sixty Four,2018-2019
2640,BEED,CTE,1,2018-2019,256.0,1819-02297,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,72.78,87.4,66.81,53.82,72.9,76.07,Seventy Six Point Seven,2018-2019
2641,BEED,CTE,1,2018-2019,260.0,1819-07670,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,LBN,3/9/2018,83.47,82.26,72.66,63.45,87.72,84.19,Eighty Four Point Nineteen,2018-2019
2642,BEED,CTE,1,2018-2019,409.0,1819-06666,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,61.05,48.4,51.68,79.96,79.78,66.95,Sixty Six Point Ninety Five,2018-2019
2643,BEED,CTE,1,2018-2019,685.0,1819-00439,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,80.58,87.4,76.79,70.61,63.1,82.12,Eighty Two Point Twelve,2018-2019
2644,BEED,CTE,1,2018-2019,831.0,1819-04059,CLARET SCHOOL OF LAMITAN,ZAM,3/4/2018,80.58,61.11,76.79,53.82,63.1,76.07,Seventy Six Point Seven,2018-2019
2645,BEED,CTE,1,2018-2019,936.0,1819-04706,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,44.05,82.26,36.55,75.28,53.29,60.09,Sixty Point Nine,2018-2019
2646,BEED,CTE,1,2018-2019,1021.0,1819-02622,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,2/25/2018,86.35,61.11,66.81,70.61,72.9,80.63,Eighty Point Sixty Three,2018-2019
2647,BEED,CTE,1,2018-2019,1154.0,1819-03286,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,86.35,82.26,91.97,53.82,72.9,86.26,Eighty Six Point Twenty Six,2018-2019
2648,BEED,CTE,1,2018-2019,1396.0,1819-06590,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,78.85,77.12,89.19,63.45,72.9,82.12,Eighty Two Point Twelve,2018-2019
2649,BEED,CTE,1,2018-2019,1812.0,1819-01484,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,80.58,66.85,29.96,44.18,43.49,66.95,Sixty Six Point Ninety Five,2018-2019
2650,BEED,CTE,1,2018-2019,2048.0,1819-04597,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,87.6,92.88,80.93,70.61,79.78,88.7,Eighty Eight Point Seventy,2018-2019
2651,BEED,CTE,1,2018-2019,2284.0,1819-00737,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,84.91,92.88,59.25,75.28,79.78,85.57,Eighty Five Point Fifty Seven,2018-2019
2652,BEED,CTE,1,2018-2019,2424.0,1819-03026,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,91.83,54.75,93.41,63.45,63.1,86.95,Eighty Six Point Ninety Five,2018-2019
2653,BEED,CTE,1,2018-2019,2590.0,1819-03942,RECODO NATIONAL HIGH SCHOOL,ZAM,2/25/2018,82.02,77.12,89.19,63.45,79.78,84.19,Eighty Four Point Nineteen,2018-2019
2654,BEED,CTE,1,2018-2019,2747.0,1819-01684,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,80.58,87.4,3.34,53.82,72.9,69.19,Sixty Nine Point Nineteen,2018-2019
2655,BEED,CTE,1,2018-2019,2748.0,1819-07063,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,61.05,77.12,29.96,53.82,72.9,63.6,Sixty Three Point Sixty,2018-2019
2656,BEED,CTE,1,2018-2019,2772.0,1819-01336,CULIANAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,74.8,61.11,44.12,70.61,79.78,72.43,Seventy Two Point Forty Three,2018-2019
2657,BEED,CTE,1,2018-2019,2832.0,1819-07433,SOUTHERN CITY COLLEGES,ZAM,3/11/2018,86.35,87.4,51.68,92.22,63.1,85.57,Eighty Five Point Fifty Seven,2018-2019
2658,BEED,CTE,1,2018-2019,2873.0,1819-02574,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,94.82,96.28,75.28,72.9,93.22,Ninety Three Point Twenty Two,2018-2019
2659,BEED,CTE,1,2018-2019,2875.0,1819-05247,NONE,ZAM,3/4/2018,84.91,77.12,76.79,84.63,72.9,85.57,Eighty Five Point Fifty Seven,2018-2019
2660,BEED,CTE,1,2018-2019,3327.0,1819-00696,AVE MARIA ACADEMY,ZAM,2/18/2018,74.8,82.26,59.25,84.63,53.29,77.9,Seventy Seven Point Ninety,2018-2019
2661,BEED,CTE,1,2018-2019,3355.0,1819-07814,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,VIT,3/10/2018,83.47,96.76,76.79,14.31,72.9,82.12,Eighty Two Point Twelve,2018-2019
2662,BEED,CTE,1,2018-2019,3432.0,1819-02862,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,87.6,77.12,72.66,34.54,83.75,82.81,Eighty Two Point Eighty One,2018-2019
2663,BEED,CTE,1,2018-2019,3478.0,1819-05052,AMA COMPUTER COLLEGE,ZAM,3/4/2018,70.75,48.4,66.81,34.54,53.29,63.6,Sixty Three Point Sixty,2018-2019
2664,BEED,CTE,1,2018-2019,3496.0,1819-03696,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,83.47,61.11,94.84,79.96,91.68,88.7,Eighty Eight Point Seventy,2018-2019
2665,BEED,CTE,1,2018-2019,3533.0,1819-05530,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,87.6,61.11,85.06,63.45,83.75,84.88,Eighty Four Point Eighty Eight,2018-2019
2666,BEED,CTE,1,2018-2019,3559.0,1819-05728,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,89.71,71.99,59.25,44.18,83.75,82.81,Eighty Two Point Eighty One,2018-2019
2667,BEED,CTE,1,2018-2019,3590.0,1819-00175,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,84.91,71.99,80.93,53.82,83.75,83.5,Eighty Three Point Fifty,2018-2019
2668,BEED,CTE,1,2018-2019,3603.0,1819-05037,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,74.8,66.85,76.79,34.54,87.72,76.07,Seventy Six Point Seven,2018-2019
2669,BEED,CTE,1,2018-2019,3663.0,1819-03610,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,2/25/2018,90.77,92.88,80.93,53.82,20.6,84.88,Eighty Four Point Eighty Eight,2018-2019
2670,BEED,CTE,1,2018-2019,3697.0,1819-02718,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,92.71,77.12,72.66,75.28,91.68,90.13,Ninety Point Thirteen,2018-2019
2671,BEED,CTE,1,2018-2019,3754.0,1819-00426,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,78.85,66.85,72.66,63.45,53.29,75.16,Seventy Five Point Sixteen,2018-2019
2672,BEED,CTE,1,2018-2019,3790.0,1819-02274,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,88.66,71.99,44.12,44.18,83.75,80.63,Eighty Point Sixty Three,2018-2019
2673,BEED,CTE,1,2018-2019,3974.0,1819-02337,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,2/25/2018,78.85,20.09,29.96,70.61,63.1,62.48,Sixty Two Point Forty Eight,2018-2019
2674,BEED,CTE,1,2018-2019,4024.0,1819-00714,JOSE RIZAL MEMORIAL STATE UNIVERSITY,ZAM,2/18/2018,87.6,82.26,72.66,44.18,33.69,79.72,Seventy Nine Point Seventy Two,2018-2019
2675,BEED,CTE,1,2018-2019,4029.0,1819-01262,CULIANAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,84.91,77.12,76.79,79.96,79.78,85.57,Eighty Five Point Fifty Seven,2018-2019
2676,BEED,CTE,1,2018-2019,4070.0,1819-05148,PIONEER NATIONAL HIGH SCHOOL,ZAM,3/4/2018,92.71,71.99,85.06,53.82,33.69,84.88,Eighty Four Point Eighty Eight,2018-2019
2677,BEED,CTE,1,2018-2019,4109.0,1819-06472,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/11/2018,74.8,61.11,72.66,79.96,83.75,78.81,Seventy Eight Point Eighty One,2018-2019
2678,BEED,CTE,1,2018-2019,4130.0,1819-02285,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,92.88,91.97,34.54,83.75,90.13,Ninety Point Thirteen,2018-2019
2679,BEED,CTE,1,2018-2019,4357.0,1819-00332,AYALA NATIONAL HIGH SCHOOL,ZAM,2/18/2018,84.91,82.26,80.93,89.31,83.75,88.7,Eighty Eight Point Seventy,2018-2019
2680,BEED,CTE,1,2018-2019,4502.0,1819-01306,AYALA NATIONAL HIGH SCHOOL,ZAM,2/18/2018,78.85,82.26,76.79,44.18,91.68,82.12,Eighty Two Point Twelve,2018-2019
2681,BEED,CTE,1,2018-2019,4717.0,1819-03247,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,68.5,82.26,85.06,70.61,87.72,81.43,Eighty One Point Forty Three,2018-2019
2682,BEED,CTE,1,2018-2019,4903.0,1819-02813,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,2/25/2018,58.56,66.85,66.81,63.45,33.69,62.48,Sixty Two Point Forty Eight,2018-2019
2683,BEED,CTE,1,2018-2019,4922.0,1819-05295,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,92.71,87.4,85.06,79.96,20.6,88.22,Eighty Eight Point Twenty Two,2018-2019
2684,BEED,CTE,1,2018-2019,4970.0,1819-06654,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,86.35,82.26,72.66,34.54,72.9,81.43,Eighty One Point Forty Three,2018-2019
2685,BEED,CTE,1,2018-2019,5055.0,1819-03686,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,82.02,90.94,51.68,53.82,33.69,76.07,Seventy Six Point Seven,2018-2019
2686,BEED,CTE,1,2018-2019,5074.0,1819-02293,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,78.85,66.85,66.81,75.28,79.78,78.81,Seventy Eight Point Eighty One,2018-2019
2687,BEED,CTE,1,2018-2019,5101.0,1819-01593,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,88.66,77.12,51.68,75.28,72.9,83.5,Eighty Three Point Fifty,2018-2019
2688,BEED,CTE,1,2018-2019,5103.0,1819-07677,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,LBN,3/9/2018,68.5,61.11,80.93,79.96,63.1,75.16,Seventy Five Point Sixteen,2018-2019
2689,BEED,CTE,1,2018-2019,5169.0,1819-00318,CULIANAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,87.6,94.82,85.06,70.61,87.72,90.6,Ninety Point Sixty,2018-2019
2690,BEED,CTE,1,2018-2019,5331.0,1819-00448,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,80.58,90.94,80.93,63.45,79.78,84.19,Eighty Four Point Nineteen,2018-2019
2691,BEED,CTE,1,2018-2019,5376.0,1819-02537,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,78.85,82.26,44.12,92.22,43.49,78.81,Seventy Eight Point Eighty One,2018-2019
2692,BEED,CTE,1,2018-2019,5402.0,1819-02413,CLARET HIGH SCHOOL,ZAM,2/25/2018,74.8,77.12,72.66,89.31,95.65,84.88,Eighty Four Point Eighty Eight,2018-2019
2693,BEED,CTE,1,2018-2019,5497.0,1819-00172,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,84.91,71.99,85.06,24.91,53.29,78.81,Seventy Eight Point Eighty One,2018-2019
2694,BEED,CTE,1,2018-2019,5583.0,1819-05055,AMA COMPUTER COLLEGE,ZAM,3/4/2018,80.58,94.82,89.19,44.18,26.06,81.43,Eighty One Point Forty Three,2018-2019
2695,BEED,CTE,1,2018-2019,5606.0,1819-03613,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,ZAM,2/25/2018,89.71,61.11,89.19,63.45,72.9,85.57,Eighty Five Point Fifty Seven,2018-2019
2696,BEED,CTE,1,2018-2019,5739.0,1819-04905,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,88.66,90.94,51.68,70.61,72.9,84.88,Eighty Four Point Eighty Eight,2018-2019
2697,BEED,CTE,1,2018-2019,5888.0,1819-02407,CLARET HIGH SCHOOL,ZAM,2/25/2018,74.8,92.88,72.66,34.54,43.49,75.16,Seventy Five Point Sixteen,2018-2019
2698,BEED,CTE,1,2018-2019,5994.0,1819-05082,SOUTHERN CITY COLLEGES,ZAM,3/4/2018,88.66,42.05,91.97,75.28,72.9,84.88,Eighty Four Point Eighty Eight,2018-2019
2699,BEED,CTE,1,2018-2019,6067.0,1819-02005,PILAR COLLEGE,ZAM,2/25/2018,87.6,92.88,89.19,75.28,87.72,91.08,Ninety One Point Eight,2018-2019
2700,BEED,CTE,1,2018-2019,6174.0,1819-04653,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,82.02,82.26,59.25,94.54,53.29,84.19,Eighty Four Point Nineteen,2018-2019
2701,BEED,CTE,1,2018-2019,6229.0,1819-00742,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,66.01,54.75,80.93,63.45,53.29,69.19,Sixty Nine Point Nineteen,2018-2019
2702,BEED,CTE,1,2018-2019,6354.0,1819-12850,MABUHAY-ESU,MAB,4/14/2018,89.71,82.26,59.25,63.45,72.9,84.19,Eighty Four Point Nineteen,2018-2019
2703,BEED,CTE,1,2018-2019,6685.0,1819-02261,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,89.71,92.88,72.66,34.54,72.9,85.57,Eighty Five Point Fifty Seven,2018-2019
2704,BEED,CTE,1,2018-2019,6758.0,1819-03082,SINUNUC NATIONAL HIGH SCHOOL,ZAM,2/25/2018,92.71,90.94,89.19,84.63,83.75,93.22,Ninety Three Point Twenty Two,2018-2019
2705,BEED,CTE,1,2018-2019,6924.0,1819-00189,BALUNO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,66.01,77.12,80.93,84.63,43.49,76.07,Seventy Six Point Seven,2018-2019
2706,BEED,CTE,1,2019-2020,6924.0,1819-00189,BALUNO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,66.01,77.12,80.93,84.63,43.49,76.07,Seventy Six Point Seven,2018-2019
2707,BEED,CTE,1,2018-2019,7406.0,1819-03280,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,86.35,54.75,66.81,63.45,53.29,76.98,Seventy Six Point Ninety Eight,2018-2019
2708,BEED,CTE,1,2018-2019,7441.0,1819-01342,CULIANAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,86.35,82.26,66.81,84.63,43.49,83.5,Eighty Three Point Fifty,2018-2019
2709,BEED,CTE,1,2018-2019,7658.0,1819-07729,VINCENZO SAGUN CENTRAL SCHOOL,VIT,3/10/2018,87.6,94.82,91.97,34.54,72.9,88.22,Eighty Eight Point Twenty Two,2018-2019
2710,BEED,CTE,1,2018-2019,7662.0,1819-07277,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,3/11/2018,82.02,92.88,89.19,53.82,72.9,85.57,Eighty Five Point Fifty Seven,2018-2019
2711,BEED,CTE,1,2018-2019,8162.0,1819-02161,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,87.6,92.88,72.66,84.63,53.29,87.64,Eighty Seven Point Sixty Four,2018-2019
2712,BEED,CTE,1,2018-2019,8319.0,1819-04367,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,83.47,87.4,44.12,44.18,72.9,77.9,Seventy Seven Point Ninety,2018-2019
2713,BEED,CTE,1,2018-2019,8618.0,1819-02292,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,94.82,85.06,44.18,79.78,86.26,Eighty Six Point Twenty Six,2018-2019
2714,BEED,CTE,1,2018-2019,8619.0,1819-02295,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,77.12,91.97,75.28,83.75,87.64,Eighty Seven Point Sixty Four,2018-2019
2715,BEED,CTE,1,2018-2019,8687.0,1819-02290,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,93.41,54.75,89.19,44.18,63.1,85.57,Eighty Five Point Fifty Seven,2018-2019
2716,BEED,CTE,1,2018-2019,8710.0,1819-00741,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,86.35,82.26,80.93,44.18,53.29,82.12,Eighty Two Point Twelve,2018-2019
2717,BEED,CTE,1,2018-2019,8903.0,1819-02853,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,74.8,61.11,59.25,70.61,87.72,76.07,Seventy Six Point Seven,2018-2019
2718,BEED,CTE,1,2018-2019,8981.0,1819-03373,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,95.51,98.7,91.97,34.54,83.75,93.85,Ninety Three Point Eighty Five,2018-2019
2719,BEED,CTE,1,2018-2019,9056.0,1819-02090,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,94.11,87.4,59.25,44.18,87.72,88.7,Eighty Eight Point Seventy,2018-2019
2720,BEED,CTE,1,2018-2019,9116.0,1819-06383,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,70.75,87.4,66.81,44.18,20.6,68.07,Sixty Eight Point Seven,2018-2019
2721,BEED,CTE,1,2018-2019,9181.0,1819-02376,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,87.6,90.94,85.06,44.18,33.69,83.5,Eighty Three Point Fifty,2018-2019
2722,BEED,CTE,1,2018-2019,9252.0,1819-07645,PANGUTARAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,89.71,77.12,76.79,79.96,43.49,85.57,Eighty Five Point Fifty Seven,2018-2019
2723,BEED,CTE,1,2018-2019,9263.0,1819-04333,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,83.47,54.75,76.79,53.82,95.65,82.12,Eighty Two Point Twelve,2018-2019
2724,BEED,CTE,1,2018-2019,9591.0,1819-01800,MALAYAL NATIONAL HIGH SCHOOL,ZAM,2/18/2018,76.83,61.11,85.06,63.45,83.75,79.72,Seventy Nine Point Seventy Two,2018-2019
2725,BEED,CTE,1,2018-2019,9626.0,1819-02673,CLARET HIGH SCHOOL,ZAM,2/25/2018,80.58,35.7,36.55,70.61,53.29,66.95,Sixty Six Point Ninety Five,2018-2019
2726,BEED,CTE,1,2018-2019,9676.0,1819-02324,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,72.78,87.4,80.93,79.96,26.06,77.9,Seventy Seven Point Ninety,2018-2019
2727,BEED,CTE,1,2018-2019,9862.0,1819-05297,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,68.5,77.12,36.55,79.96,63.1,71.42,Seventy One Point Forty Two,2018-2019
2728,BEED,CTE,1,2018-2019,9978.0,1819-03495,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,94.11,82.26,66.81,18.16,83.75,86.26,Eighty Six Point Twenty Six,2018-2019
2729,BEED,CTE,1,2018-2019,10014.0,1819-03099,SINUNUC NATIONAL HIGH SCHOOL,ZAM,2/25/2018,66.01,71.99,59.25,53.82,79.78,70.3,Seventy Point Thirty,2018-2019
2730,BEED,CTE,1,2018-2019,10040.0,1819-04666,TALON-TALON NATIONAL HIGH SCHOOL,ZAM,3/4/2018,87.6,54.75,72.66,79.96,53.29,81.43,Eighty One Point Forty Three,2018-2019
2731,BEED,CTE,1,2018-2019,10397.0,1819-00577,BOLONG NATIONAL HIGH SCHOOL,ZAM,2/18/2018,61.05,71.99,89.19,89.31,63.1,77.9,Seventy Seven Point Ninety,2018-2019
2732,BEED,CTE,1,2018-2019,10471.0,1819-05965,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,86.35,77.12,76.79,84.63,95.65,89.17,Eighty Nine Point Seventeen,2018-2019
2733,BEED,CTE,1,2018-2019,10545.0,1819-03789,PILAR COLLEGE,ZAM,2/25/2018,76.83,87.4,80.93,92.22,83.75,86.95,Eighty Six Point Ninety Five,2018-2019
2734,BEED,CTE,1,2018-2019,10800.0,1819-02094,PILAR COLLEGE,ZAM,2/25/2018,72.78,61.11,59.25,84.63,63.1,74.25,Seventy Four Point Twenty Five,2018-2019
2735,BEED,CTE,1,2018-2019,10958.0,1819-02635,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,42.05,85.06,75.28,79.78,81.43,Eighty One Point Forty Three,2018-2019
2736,BEED,CTE,1,2018-2019,11127.0,1819-02291,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,80.58,90.94,72.66,93.38,26.06,83.5,Eighty Three Point Fifty,2018-2019
2737,BEED,CTE,1,2018-2019,11169.0,1819-03445,SYSTEM TECHNOLOGY INSTITUTE,ZAM,2/25/2018,84.91,82.26,76.79,63.45,72.9,83.5,Eighty Three Point Fifty,2018-2019
2738,BEED,CTE,1,2018-2019,11183.0,1819-04131,PAX HIGH SCHOOL,ZAM,3/4/2018,61.05,66.85,72.66,89.31,43.49,71.42,Seventy One Point Forty Two,2018-2019
2739,BEED,CTE,1,2018-2019,11249.0,1819-04958,NOTRE DAME OF BONGAO,ZAM,3/4/2018,86.35,82.26,80.93,63.45,87.72,86.95,Eighty Six Point Ninety Five,2018-2019
2740,BEED,CTE,1,2018-2019,11305.0,1819-05298,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,ZAM,3/4/2018,82.02,82.26,80.93,63.45,91.68,85.57,Eighty Five Point Fifty Seven,2018-2019
2741,BEED,CTE,1,2018-2019,11339.0,1819-12298,NONE,TUN,4/15/2018,78.85,87.4,91.97,24.91,72.9,81.43,Eighty One Point Forty Three,2018-2019
2742,BEED,CTE,1,2018-2019,11691.0,1819-01288,AYALA NATIONAL HIGH SCHOOL,ZAM,2/18/2018,66.01,96.76,94.84,44.18,79.78,83.5,Eighty Three Point Fifty,2018-2019
2743,BEED,CTE,1,2018-2019,11768.0,1819-03224,CABALUAY NATIONAL HIGH SCHOOL,ZAM,2/25/2018,63.53,77.12,93.41,75.28,53.29,77.9,Seventy Seven Point Ninety,2018-2019
2744,BPED,CSSPE,1,2019-2020,11768.0,1819-03224,CABALUAY NATIONAL HIGH SCHOOL,ZAM,2/25/2018,63.53,77.12,93.41,75.28,53.29,77.9,Seventy Seven Point Ninety,2018-2019
2745,BEED,CTE,1,2018-2019,11803.0,1819-03092,SINUNUC NATIONAL HIGH SCHOOL,ZAM,2/25/2018,80.58,82.26,51.68,92.22,87.72,84.88,Eighty Four Point Eighty Eight,2018-2019
2746,BEED,CTE,1,2018-2019,11945.0,1819-03045,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,93.41,71.99,89.19,70.61,79.78,90.13,Ninety Point Thirteen,2018-2019
2747,BEED,CTE,1,2018-2019,11977.0,1819-01901,AYALA NATIONAL HIGH SCHOOL,ZAM,2/18/2018,89.71,94.82,66.81,75.28,72.9,88.7,Eighty Eight Point Seventy,2018-2019
2748,BEED,CTE,1,2018-2019,12308.0,1819-02608,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,83.47,77.12,80.93,53.82,72.9,82.12,Eighty Two Point Twelve,2018-2019
2749,BEED,CTE,1,2018-2019,12354.0,1819-02336,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,ZAM,2/25/2018,87.6,96.76,85.06,92.22,63.1,91.56,Ninety One Point Fifty Six,2018-2019
2750,BEED,CTE,1,2018-2019,12564.0,1819-07665,TUNGAWAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,78.85,82.26,89.19,75.28,87.72,86.26,Eighty Six Point Twenty Six,2018-2019
2751,BEED,CTE,1,2018-2019,12702.0,1819-02609,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,86.35,87.4,72.66,63.45,79.78,84.88,Eighty Four Point Eighty Eight,2018-2019
2752,BEED,CTE,1,2018-2019,12709.0,1819-02861,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,86.35,77.12,72.66,70.61,91.68,86.26,Eighty Six Point Twenty Six,2018-2019
2753,BEED,CTE,1,2018-2019,12786.0,1819-02505,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,91.83,61.11,80.93,6.59,53.29,77.9,Seventy Seven Point Ninety,2018-2019
